Qmun,Qnome_unidade,Qcount_criancas_num,ID_Pergunta,Resposta,Texto_Pergunta,Bloco_ID,Bloco_Nome,Resposta_Valida
Barra do Bugres,Centro Educacional de Educação Infantil Governador José Garcia Neto,114,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Bugres,Creche Municipal Nossa Senhora Aparecida,154,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Dona Delice Farias dos Santos,22,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Imaculada Conceição,128,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Prof. Carmina Santis Bosaipo,62,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Prof. Izaurina Abreu Luz,92,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Prof. Joselma Ignez S. Schimmer,103,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Professora Maurenice Santos Cordeiro,115,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,Dom Geraldo Fernandes,104,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,Padre Daniel Badiali,35,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,CMEI Brígida da Silva Aguiar,60,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal Buscando o Saber,63,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal de Educação Infantil Léa Maria Lara Silva,103,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal de Educação Infantil Madre Maria Estevão,242,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal de Ensino Infantil Província de Arezzo,75,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal Irene Coelho Cruz,197,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campinápolis,UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL MARIA DE MORAES LIMA,222,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campinápolis,UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL OSCAR LUIZ DA SILVA OSCARINO,208,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Novo dos Parecis,EMEI Armando Jacinto Brolio,482,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Novo dos Parecis,EMEI Reino Encantado,405,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,CENTRO EDUCACIONAL AMERECILDA CONCEICAO FERNANDES REZENDE,250,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,Centro Educacional Bem-Me-Quer,308,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,Creche Francisco Tirado Aragão Filho,540,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,CRECHE JOHANNES BERTHOLD HENNING (Padre Joao),337,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,Creche Municipal Cora Coralina,184,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Comodoro,Creche Cantinho Feliz,206,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Confresa,CMEI ANGELINA FERNANDES DA FONSECA,390,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Confresa,CMEI SARAH JENYFFER BARBOSA DE FREITAS,99,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Confresa,CRECHE MUNICIPAL PROFESSORA LUCINARA APARECIDA LIMA E SILVA,195,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEEI PORTAL DA FÉ,119,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC  JOSEFA CATARINA DE ALMEIDA,119,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC ELZIRA CAVALCANTE DA SILVA,121,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC JAMIL BOUTROS NADAF,133,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC JOÃO BATISTA SCALABRINI,110,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC JOSÉ NICOLAU PINTO,96,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC LUCILA FERREIRA FORTES,130,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC Padre Armando Cavallo,123,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC PROFESSOR AECIM TOCANTINS,128,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC SEBASTIÃO TOLOMEU,214,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,"CEIC Tertuliana Maria de Arruda Souza - ""Mãe Nhara""",106,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CMEI DANTE MARTINS DE OLIVEIRA,190,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CMEI REGINA PIA PADILLA DE BORBON NEVES,185,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CRECHE MUNICIPAL JOÃO CRISÓSTOMO FIGUEIREDO,64,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Curvelândia,Escola Municipal Tia Iracema,88,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,CEMEI -ESCOLA INFANTIL CARINHA DE ANJO,68,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,CEMEI -TIA ALAIR,278,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,CEMEI- PROFESSORA CARMEN VIEIRA DIAS,250,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,Escola Municipal de Educação Infantil  Criança Feliz,297,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
General Carneiro,CEM Júlia de Moraes Aquino,28,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
General Carneiro,Centro Educacional Infantil,33,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Jangada,CMEI MAEZINHA MARIA,265,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Mutum,CEMEII -VILAS  DOS SANTOS,274,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Mutum,CEMEII- PEQUENOS BRILHANTES,326,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Mutum,CEMEII-MÃE AMIGA,325,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Mutum,CENTRO MUNICIPAL DE ED.INFANTIL INTEGRAL AQUARELA DO SABER,387,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Olímpia,Creche Municipal Aparecida Portilho Bento de Azevedo,351,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Pedra Preta,CMEI José Luiz Bárbara Filho,73,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Pedra Preta,CMEI Prefeito Arlindo Domingos - Sala Anexa Garça Branca,41,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Pedra Preta,CMEI Prefeito Arlindo Domingos - Sede,70,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Pedra Preta,CMEI SUSI MILHOMEM FIGUEIREDO SILVA,204,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Porto Alegre do Norte,CRECHE MUNICIPAL MARIA NILZA MONTEIRO SALES,304,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Porto Alegre do Norte,CRECHE MUNICIPAL MARIA VIANA SABINO,118,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Poxoréu,CMEI José Altamiro Paim,240,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Poxoréu,CMEI PROF TEREZINHA GREGORIO FERREIRA,117,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI DIONE PAVIN,225,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI ERCOLINO COSTA,223,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI JEFERSON GALBIATTI MIRA,222,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI JONAS PINHEIRO DA SILVA JUNIOR,241,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI Lar Maria de Nazaré,295,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI MUNDO ENCANTADO,165,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI PEQUENO PRÍNCIPE,39,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI Prof eliene Macedo dos Santos,169,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI PROF ROSIDELMA ALMEIDA FERRAZ,271,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Primavera do Leste,EMEI SONHO DE CRIANÇA,224,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,CMEI Agton Kayro Leite dos Santos,109,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,CMEI ELY CARLOS SILVA NUNIS,131,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,CMEI JONAS NUNES CAVALCANTI,242,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,CMEI MACHADO DE ASSIS,122,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,CMEI MARIA DAS GRAÇAS DOS SANTOS,241,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,CMEI Professor Giovanni Gomes Pereira,226,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,CMEI Widisney  Aparecido Pereira Rodrigues,385,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,JOAO. ESAR DOMINGOS DA SILVA,127,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,MAGNOLIA ANGELICA ARAUJO,379,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Rondonópolis,UMEI PEQUENOS BRILHANTES,189,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Salto do Céu,CEMEI BRANCA DE NEVE,108,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Santa Carmem,Cemeis benjamim maurina,250,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sapezal,CMEI Luiza Maggi Sheffer,372,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sapezal,CMEI Nibele Vefago,281,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EME Clara Teixeira,417,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Alvorada,346,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Cecília Meireles,454,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Clarisse Alves Corrêa  dos Santos,72,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Gerson Pires da Silva,405,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Neuza Nádia Fuzinatto Graf,265,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Prof. SolangeMaria Ferronato,142,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI SANTO ANTÔNIO,149,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI São Cristóvão,320,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI São Francisco de Assis,280,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Tempo de Infância,256,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sinop,EMEI Vinicius de Moraes,530,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sorriso,Cemei Flor do Amanhã,293,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sorriso,CEMEIS BOM JESUS,81,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sorriso,Cemeis Criança Esperança,140,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sorriso,CEMEIS DOCE INFÂNCIA,346,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sorriso,Cemeis Francisco Walmart garcia,130,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sorriso,CEMEIS PINGO DE AMOR,211,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Sorriso,Cemeis Sonho Encantado,309,B01,Não,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Tangará da Serra,Centro Municipal de Ensino Atacílio de Souza,134,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Tangará da Serra,Centro Municipal de Ensino Dona Mariquinha Tavares,169,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Tangará da Serra,Centro Municipal de Ensino Futuro Brilhante,175,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Tangará da Serra,CME Cecília Maria de Barcellos,160,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Tangará da Serra,CME Jesu Pimenta de Souza,166,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Várzea Grande,CMEI ALBELLA CURVO DE MORAES,100,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Várzea Grande,CMEI IZABEL ANTUNES DE CAMPOS,168,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Várzea Grande,CMEI JOSÉ MENDONÇA,73,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Várzea Grande,CMEI MANOEL ROSA DE FIGUEIREDO,54,B01,Sim,Existe lista formal de espera organizada e acessível?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Bugres,Centro Educacional de Educação Infantil Governador José Garcia Neto,114,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Bugres,Creche Municipal Nossa Senhora Aparecida,154,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Dona Delice Farias dos Santos,22,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Imaculada Conceição,128,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Prof. Carmina Santis Bosaipo,62,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Prof. Izaurina Abreu Luz,92,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Prof. Joselma Ignez S. Schimmer,103,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,CMEI Professora Maurenice Santos Cordeiro,115,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,Dom Geraldo Fernandes,104,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Barra do Garças,Padre Daniel Badiali,35,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,CMEI Brígida da Silva Aguiar,60,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal Buscando o Saber,63,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal de Educação Infantil Léa Maria Lara Silva,103,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal de Educação Infantil Madre Maria Estevão,242,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal de Ensino Infantil Província de Arezzo,75,B02,Parcialmente,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cáceres,Escola Municipal Irene Coelho Cruz,197,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campinápolis,UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL MARIA DE MORAES LIMA,222,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campinápolis,UNIDADE MUNICIPAL DE EDUCAÇÃO INFANTIL OSCAR LUIZ DA SILVA OSCARINO,208,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Novo dos Parecis,EMEI Armando Jacinto Brolio,482,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Novo dos Parecis,EMEI Reino Encantado,405,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,CENTRO EDUCACIONAL AMERECILDA CONCEICAO FERNANDES REZENDE,250,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,Centro Educacional Bem-Me-Quer,308,B02,Parcialmente,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,Creche Francisco Tirado Aragão Filho,540,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,CRECHE JOHANNES BERTHOLD HENNING (Padre Joao),337,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Campo Verde,Creche Municipal Cora Coralina,184,B02,Parcialmente,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Comodoro,Creche Cantinho Feliz,206,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Confresa,CMEI ANGELINA FERNANDES DA FONSECA,390,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Confresa,CMEI SARAH JENYFFER BARBOSA DE FREITAS,99,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Confresa,CRECHE MUNICIPAL PROFESSORA LUCINARA APARECIDA LIMA E SILVA,195,B02,Não Aplicável,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,False
Cuiabá,CEEI PORTAL DA FÉ,119,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC  JOSEFA CATARINA DE ALMEIDA,119,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC ELZIRA CAVALCANTE DA SILVA,121,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC JAMIL BOUTROS NADAF,133,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC JOÃO BATISTA SCALABRINI,110,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC JOSÉ NICOLAU PINTO,96,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC LUCILA FERREIRA FORTES,130,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC Padre Armando Cavallo,123,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC PROFESSOR AECIM TOCANTINS,128,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CEIC SEBASTIÃO TOLOMEU,214,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,"CEIC Tertuliana Maria de Arruda Souza - ""Mãe Nhara""",106,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CMEI DANTE MARTINS DE OLIVEIRA,190,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CMEI REGINA PIA PADILLA DE BORBON NEVES,185,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Cuiabá,CRECHE MUNICIPAL JOÃO CRISÓSTOMO FIGUEIREDO,64,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Curvelândia,Escola Municipal Tia Iracema,88,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,CEMEI -ESCOLA INFANTIL CARINHA DE ANJO,68,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,CEMEI -TIA ALAIR,278,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,CEMEI- PROFESSORA CARMEN VIEIRA DIAS,250,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Diamantino,Escola Municipal de Educação Infantil  Criança Feliz,297,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
General Carneiro,CEM Júlia de Moraes Aquino,28,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
General Carneiro,Centro Educacional Infantil,33,B02,Sim,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Jangada,CMEI MAEZINHA MARIA,265,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Mutum,CEMEII -VILAS  DOS SANTOS,274,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Mutum,CEMEII- PEQUENOS BRILHANTES,326,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
Nova Mutum,CEMEII-MÃE AMIGA,325,B02,Não,As informações sobre a fila de espera são divulgadas à população?,B,B – Gestão da Demanda e Fila de Espera,True
